bank_ref_id,transaction_id,settled_amount_paise,settlement_date,instrument_type,merchant_id,fee_paise,gst_paise,settlement_id,utr,currency,gross_amount_paise
bnk_7475651,7475651,3861,2010-01-01,DEBIT_CARD,31893,39,7,set_7475651,,,3907
bnk_7475652,7475652,3591,2010-01-01,DEBIT_CARD,39021,36,6,set_7475652,,,3633
bnk_7475654,7475654,4704,2010-01-01,DEBIT_CARD,39021,48,9,set_7475654,,,4761
bnk_7475655,7475655,7848,2010-01-01,DEBIT_CARD,59935,79,14,set_7475655,,,7941
bnk_7475658,7475658,408,2010-01-01,DEBIT_CARD,78454,4,1,set_7475658,,,413
bnk_7475659,7475659,9882,2010-01-01,DEBIT_CARD,27092,100,18,set_7475659,,,10000
bnk_7475660,7475660,329,2010-01-01,CREDIT_CARD,50783,7,1,set_7475660,,,337
bnk_7475661,7475661,234,2010-01-01,DEBIT_CARD,50783,2,0,set_7475661,,,236
bnk_7475662,7475662,225,2010-01-01,DEBIT_CARD,44919,2,0,set_7475662,,,227
bnk_7475663,7475663,18640,2010-01-01,CREDIT_CARD,14914,382,69,set_7475663,,,19091
bnk_7475664,7475664,381,2010-01-01,DEBIT_CARD,39021,4,1,set_7475664,,,386
bnk_7475665,7475665,8301,2010-01-01,DEBIT_CARD,61195,84,15,set_7475665,,,8400
bnk_7475666,7475666,432,2010-01-01,DEBIT_CARD,91264,4,1,set_7475666,,,437
bnk_7475670,7475670,136,2010-01-01,DEBIT_CARD,61195,1,0,set_7475670,,,137
bnk_7475671,7475671,9996,2010-01-01,DEBIT_CARD,27092,100,18,set_7475671,,,10000
bnk_7475673,7475673,2863,2010-01-01,CREDIT_CARD,75781,57,10,set_7475673,,,2854
bnk_7475674,7475674,7517,2010-01-01,DEBIT_CARD,69956,76,14,set_7475674,,,7607
bnk_7475676,7475676,1087,2010-01-01,DEBIT_CARD,78499,11,2,set_7475676,,,1100
bnk_7475677,7475677,2355,2010-01-01,DEBIT_CARD,13646,24,4,set_7475677,,,2384
bnk_7475679,7475679,1039,2010-01-01,CREDIT_CARD,20519,21,4,set_7475679,,,1064
bnk_7475680,7475680,1221,2010-01-01,DEBIT_CARD,50783,12,2,set_7475680,,,1235
bnk_7475681,7475681,6621,2010-01-01,DEBIT_CARD,59935,67,12,set_7475681,,,6700
bnk_7475682,7475682,10429,2010-01-01,CREDIT_CARD,40538,214,39,set_7475682,,,10682
bnk_7475682b,7475682,10429,2010-01-01,CREDIT_CARD,40538,214,39,set_7475682b,,,10682
bnk_7475683,7475683,345,2010-01-01,DEBIT_CARD,55250,4,1,set_7475683,,,350
bnk_7475684,7475684,10538,2010-01-01,DEBIT_CARD,88647,107,19,set_7475684,,,10664
bnk_7475687,7475687,885,2010-01-01,DEBIT_CARD,61195,9,2,set_7475687,,,896
bnk_7475688,7475688,9764,2010-01-01,CREDIT_CARD,27092,200,36,set_7475688,,,10000
bnk_7475689,7475689,177,2010-01-01,DEBIT_CARD,51755,2,0,set_7475689,,,179
bnk_7475691,7475691,4578,2010-01-01,DEBIT_CARD,59935,46,8,set_7475691,,,4632
bnk_7475692,7475692,259,2010-01-01,DEBIT_CARD,75936,3,1,set_7475692,,,263
bnk_7475693,7475693,5534,2010-01-01,DEBIT_CARD,61195,56,10,set_7475693,,,5600
bnk_7475694,7475694,159,2010-01-01,DEBIT_CARD,14528,2,0,set_7475694,,,161
bnk_7475696,7475696,327,2010-01-01,DEBIT_CARD,28620,3,1,set_7475696,,,331
bnk_7475697,7475697,700,2010-01-01,DEBIT_CARD,59935,7,1,set_7475697,,,708
bnk_7475698,7475698,631,2010-01-01,DEBIT_CARD,50783,6,1,set_7475698,,,638
bnk_7475699,7475699,361,2010-01-01,DEBIT_CARD,85247,4,1,set_7475699,,,366
bnk_7475700,7475700,489,2010-01-01,DEBIT_CARD,14532,5,1,set_7475700,,,495
bnk_7475701,7475701,7313,2010-01-01,DEBIT_CARD,59935,74,13,set_7475701,,,7400
bnk_7475704,7475704,2735,2010-01-01,CREDIT_CARD,36934,56,10,set_7475704,,,2801
bnk_7475705,7475705,345,2010-01-01,DEBIT_CARD,75781,4,1,set_7475705,,,350
bnk_7475706,7475706,388,2010-01-01,CREDIT_CARD,50379,8,1,set_7475706,,,397
bnk_7475707,7475707,3554,2010-01-01,DEBIT_CARD,13646,35,6,set_7475707,,,3468
bnk_7475709,7475709,10445,2010-01-01,DEBIT_CARD,61195,106,19,set_7475709,,,10570
bnk_7475708,7475708,8597,2010-01-01,DEBIT_CARD,61195,87,16,set_7475708,,,8700
bnk_7475711,7475711,490,2010-01-01,DEBIT_CARD,17493,5,1,set_7475711,,,496
bnk_7475712,7475712,3944,2010-01-01,CREDIT_CARD,39021,81,15,set_7475712,,,4040
bnk_7475714,7475714,1177,2010-01-01,CREDIT_CARD,59935,24,4,set_7475714,,,1205
bnk_7475715,7475715,125,2010-01-01,DEBIT_CARD,14528,1,0,set_7475715,,,126
bnk_7475717,7475717,752,2010-01-01,DEBIT_CARD,25887,7,1,set_7475717,,,696
bnk_7475718,7475718,285,2010-01-01,CREDIT_CARD,20519,6,1,set_7475718,,,292
bnk_7475719,7475719,373,2010-01-01,DEBIT_CARD,23671,4,1,set_7475719,,,378
bnk_7475720,7475720,2317,2010-01-01,DEBIT_CARD,39021,23,4,set_7475720,,,2344
bnk_7475721,7475721,248,2010-01-01,DEBIT_CARD,59935,3,1,set_7475721,,,252
bnk_7475722,7475722,639,2010-01-01,DEBIT_CARD,26810,6,1,set_7475722,,,646
bnk_7475723,7475723,1199,2010-01-01,DEBIT_CARD,78454,12,2,set_7475723,,,1213
bnk_7475724,7475724,1757,2010-01-01,DEBIT_CARD,710,18,3,set_7475724,,,1778
bnk_7475725,7475725,2582,2010-01-01,DEBIT_CARD,78821,26,5,set_7475725,,,2613
bnk_7475726,7475726,24414,2010-01-01,CREDIT_CARD,69965,500,90,set_7475726,,,25003
bnk_7475727,7475727,5139,2010-01-01,DEBIT_CARD,59935,52,9,set_7475727,,,5200
bnk_7475728,7475728,295,2010-01-01,CREDIT_CARD,61195,6,1,set_7475728,,,302
bnk_7475729,7475729,166,2010-01-01,DEBIT_CARD,50783,2,0,set_7475729,,,168
bnk_7475729b,7475729,166,2010-01-01,DEBIT_CARD,50783,2,0,set_7475729b,,,168
bnk_7475730,7475730,19002,2010-01-01,DEBIT_CARD,52100,192,35,set_7475730,,,19229
bnk_7475731,7475731,71,2010-01-01,CREDIT_CARD,60569,1,0,set_7475731,,,72
bnk_7475732,7475732,201,2010-01-01,DEBIT_CARD,43293,2,0,set_7475732,,,203
bnk_7475733,7475733,1926,2010-01-01,CREDIT_CARD,59935,39,7,set_7475733,,,1972
bnk_7475733b,7475733,1926,2010-01-01,CREDIT_CARD,59935,39,7,set_7475733b,,,1972
bnk_7475734,7475734,4721,2010-01-01,DEBIT_CARD,15143,47,8,set_7475734,,,4663
bnk_7475735,7475735,241,2010-01-01,DEBIT_CARD,61195,2,0,set_7475735,,,243
bnk_7475736,7475736,5790,2010-01-01,DEBIT_CARD,61195,59,11,set_7475736,,,5860
bnk_7475737,7475737,17432,2010-01-01,CREDIT_CARD,73186,357,64,set_7475737,,,17853
bnk_7475738,7475738,2549,2010-01-01,DEBIT_CARD,99381,26,5,set_7475738,,,2580
bnk_7475739,7475739,9882,2010-01-01,DEBIT_CARD,27092,100,18,set_7475739,,,10000
bnk_7475740,7475740,4217,2010-01-01,DEBIT_CARD,19964,43,8,set_7475740,,,4268
bnk_7475743,7475743,1377,2010-01-01,CREDIT_CARD,53326,28,5,set_7475743,,,1410
bnk_7475744,7475744,10256,2010-01-01,DEBIT_CARD,96529,104,19,set_7475744,,,10379
bnk_7475745,7475745,9005,2010-01-01,CREDIT_CARD,35166,184,33,set_7475745,,,9222
bnk_7475747,7475747,137,2010-01-01,DEBIT_CARD,72351,1,0,set_7475747,,,138
bnk_7475749,7475749,113999,2010-01-01,DEBIT_CARD,29742,1154,208,set_7475749,,,115361
bnk_7475750,7475750,11858,2010-01-01,DEBIT_CARD,27092,120,22,set_7475750,,,12000
bnk_7475750b,7475750,11858,2010-01-01,DEBIT_CARD,27092,120,22,set_7475750b,,,12000
bnk_7475751,7475751,4571,2010-01-01,DEBIT_CARD,40616,46,8,set_7475751,,,4625
bnk_7475752,7475752,1163,2010-01-01,DEBIT_CARD,20519,11,2,set_7475752,,,1060
bnk_7475753,7475753,87,2010-01-01,DEBIT_CARD,59251,1,0,set_7475753,,,88
bnk_7475754,7475754,8735,2010-01-01,CREDIT_CARD,50783,179,32,set_7475754,,,8946
bnk_7475755,7475755,337,2010-01-01,DEBIT_CARD,75781,3,1,set_7475755,,,341
bnk_7475756,7475756,6817,2010-01-01,DEBIT_CARD,71750,69,12,set_7475756,,,6898
bnk_7475758,7475758,7681,2010-01-01,CREDIT_CARD,90865,157,28,set_7475758,,,7866
bnk_7475759,7475759,1051,2010-01-01,DEBIT_CARD,34488,11,2,set_7475759,,,1064
bnk_7475761,7475761,462,2010-01-01,CREDIT_CARD,78454,8,1,set_7475761,,,400
bnk_7475762,7475762,3385,2010-01-01,DEBIT_CARD,27601,34,6,set_7475762,,,3425
bnk_7475763,7475763,3846,2010-01-01,CREDIT_CARD,96246,79,14,set_7475763,,,3939
bnk_7475765,7475765,5858,2010-01-01,CREDIT_CARD,27092,120,22,set_7475765,,,6000
bnk_7475766,7475766,4024,2010-01-01,DEBIT_CARD,59935,41,7,set_7475766,,,4072
bnk_7475767,7475767,5603,2010-01-01,CREDIT_CARD,75781,115,21,set_7475767,,,5739
bnk_7475768,7475768,426,2010-01-01,DEBIT_CARD,69972,3,1,set_7475768,,,343
bnk_7475770,7475770,819,2010-01-01,DEBIT_CARD,59935,8,1,set_7475770,,,828
bnk_7475771,7475771,5858,2010-01-01,CREDIT_CARD,27092,120,22,set_7475771,,,6000
bnk_7475772,7475772,3804,2010-01-01,DEBIT_CARD,39021,39,7,set_7475772,,,3850
bnk_7475773,7475773,9882,2010-01-01,DEBIT_CARD,27092,100,18,set_7475773,,,10000
bnk_7475774,7475774,230,2010-01-01,CREDIT_CARD,50783,5,1,set_7475774,,,236
bnk_7475775,7475775,663,2010-01-01,DEBIT_CARD,25408,7,1,set_7475775,,,671
bnk_7475776,7475776,743,2010-01-01,DEBIT_CARD,46284,7,1,set_7475776,,,690
bnk_7475777,7475777,2780,2010-01-01,DEBIT_CARD,18563,28,5,set_7475777,,,2813
bnk_7475779,7475779,8469,2010-01-01,CREDIT_CARD,47370,173,31,set_7475779,,,8673
bnk_7475780,7475780,825,2010-01-01,CREDIT_CARD,22204,17,3,set_7475780,,,845
bnk_7475781,7475781,170,2010-01-01,DEBIT_CARD,63765,2,0,set_7475781,,,172
bnk_7475782,7475782,5574,2010-01-01,DEBIT_CARD,9041,56,10,set_7475782,,,5640
bnk_7475783,7475783,4829,2010-01-01,CREDIT_CARD,39021,99,18,set_7475783,,,4946
bnk_7475784,7475784,3866,2010-01-01,DEBIT_CARD,20519,39,7,set_7475784,,,3912
bnk_7475785,7475785,2213,2010-01-01,DEBIT_CARD,39021,22,4,set_7475785,,,2239
bnk_7475786,7475786,282,2010-01-01,DEBIT_CARD,75781,2,0,set_7475786,,,216
bnk_7475787,7475787,596,2010-01-01,CREDIT_CARD,20763,12,2,set_7475787,,,610
bnk_7475789,7475789,8894,2010-01-01,DEBIT_CARD,61195,90,16,set_7475789,,,9000
bnk_7475790,7475790,201,2010-01-01,DEBIT_CARD,30928,2,0,set_7475790,,,203
bnk_7475791,7475791,9289,2010-01-01,DEBIT_CARD,22204,94,17,set_7475791,,,9400
bnk_7475793,7475793,667,2010-01-01,CREDIT_CARD,75781,11,2,set_7475793,,,537
bnk_7475794,7475794,449,2010-01-01,CREDIT_CARD,78854,9,2,set_7475794,,,460
bnk_7475795,7475795,3397,2010-01-01,CREDIT_CARD,48919,70,13,set_7475795,,,3480
bnk_7475798,7475798,377,2010-01-01,DEBIT_CARD,22204,4,1,set_7475798,,,382
bnk_7475799,7475799,15232,2010-01-01,CREDIT_CARD,5970,312,56,set_7475799,,,15600
bnk_7475801,7475801,5633,2010-01-01,CREDIT_CARD,96246,115,21,set_7475801,,,5768
bnk_7475802,7475802,7906,2010-01-01,DEBIT_CARD,27092,80,14,set_7475802,,,8000
bnk_7475803,7475803,257,2010-01-01,DEBIT_CARD,20884,3,1,set_7475803,,,261
bnk_7475804,7475804,16099,2010-01-01,DEBIT_CARD,73186,163,29,set_7475804,,,16291
bnk_7475806,7475806,200,2010-01-01,DEBIT_CARD,35451,2,0,set_7475806,,,202
bnk_7475807,7475807,4814,2010-01-01,DEBIT_CARD,89949,49,9,set_7475807,,,4872
bnk_7475808,7475808,2484,2010-01-01,CREDIT_CARD,9556,51,9,set_7475808,,,2544
bnk_7475809,7475809,3595,2010-01-01,DEBIT_CARD,36385,36,6,set_7475809,,,3637
bnk_7475810,7475810,4276,2010-01-01,DEBIT_CARD,41122,43,8,set_7475810,,,4327
bnk_7475811,7475811,666,2010-01-01,DEBIT_CARD,7237,7,1,set_7475811,,,674
bnk_7475812,7475812,208,2010-01-01,DEBIT_CARD,26603,2,0,set_7475812,,,210
bnk_7475813,7475813,4553,2010-01-01,DEBIT_CARD,42858,45,8,set_7475813,,,4518
bnk_7475814,7475814,231,2010-01-01,DEBIT_CARD,20519,2,0,set_7475814,,,233
bnk_7475815,7475815,6444,2010-01-01,CREDIT_CARD,59935,132,24,set_7475815,,,6600
bnk_7475816,7475816,6324,2010-01-01,DEBIT_CARD,59935,64,12,set_7475816,,,6400
bnk_7475818,7475818,4947,2010-01-01,DEBIT_CARD,27601,49,9,set_7475818,,,4917
bnk_7475819,7475819,2099,2010-01-01,CREDIT_CARD,79038,43,8,set_7475819,,,2150
bnk_7475820,7475820,4145,2010-01-01,DEBIT_CARD,60569,42,8,set_7475820,,,4195
bnk_7475821,7475821,7797,2010-01-01,DEBIT_CARD,22204,79,14,set_7475821,,,7890
bnk_7475822,7475822,2835,2010-01-01,DEBIT_CARD,18563,29,5,set_7475822,,,2869
bnk_7475823,7475823,9771,2010-01-01,CREDIT_CARD,20561,200,36,set_7475823,,,10007
bnk_7475824,7475824,569,2010-01-01,DEBIT_CARD,10210,6,1,set_7475824,,,576
bnk_7475825,7475825,417,2010-01-01,DEBIT_CARD,28395,4,1,set_7475825,,,422
bnk_7475827,7475827,215,2010-01-01,DEBIT_CARD,14528,2,0,set_7475827,,,217
bnk_7475828,7475828,7906,2010-01-01,DEBIT_CARD,27092,80,14,set_7475828,,,8000
bnk_7475830,7475830,344,2010-01-01,DEBIT_CARD,35451,3,1,set_7475830,,,348
bnk_7475830b,7475830,344,2010-01-01,DEBIT_CARD,35451,3,1,set_7475830b,,,348
bnk_7475831,7475831,379,2010-01-01,DEBIT_CARD,22204,4,1,set_7475831,,,384
bnk_7475832,7475832,756,2010-01-01,DEBIT_CARD,46284,8,1,set_7475832,,,765
bnk_7475833,7475833,2182,2010-01-01,DEBIT_CARD,39021,22,4,set_7475833,,,2208
bnk_7475834,7475834,2345,2010-01-01,CREDIT_CARD,5030,48,9,set_7475834,,,2402
bnk_7475835,7475835,247,2010-01-01,DEBIT_CARD,50783,3,1,set_7475835,,,251
bnk_7475836,7475836,2917,2010-01-01,DEBIT_CARD,18563,30,5,set_7475836,,,2952
bnk_7475837,7475837,933,2010-01-01,DEBIT_CARD,92883,9,2,set_7475837,,,944
bnk_7475838,7475838,836,2010-01-01,DEBIT_CARD,75781,8,1,set_7475838,,,845
bnk_7475839,7475839,5334,2010-01-01,CREDIT_CARD,39021,109,20,set_7475839,,,5463
bnk_7475840,7475840,197,2010-01-01,DEBIT_CARD,40041,2,0,set_7475840,,,199
bnk_7475841,7475841,7168,2010-01-01,CREDIT_CARD,73661,146,26,set_7475841,,,7285
bnk_7475842,7475842,518,2010-01-01,DEBIT_CARD,30928,5,1,set_7475842,,,524
bnk_7475843,7475843,233,2010-01-01,CREDIT_CARD,75781,5,1,set_7475843,,,239
bnk_7475844,7475844,931,2010-01-01,DEBIT_CARD,61195,9,2,set_7475844,,,942
bnk_7475845,7475845,1918,2010-01-01,CREDIT_CARD,83070,39,7,set_7475845,,,1964
bnk_7475846,7475846,15445,2010-01-01,DEBIT_CARD,82981,156,28,set_7475846,,,15629
bnk_7475847,7475847,794,2010-01-01,DEBIT_CARD,99695,8,1,set_7475847,,,803
bnk_7475848,7475848,141,2010-01-01,CREDIT_CARD,14528,3,1,set_7475848,,,145
bnk_7475849,7475849,127,2010-01-01,CREDIT_CARD,67296,3,1,set_7475849,,,131
bnk_7475850,7475850,47,2010-01-01,CREDIT_CARD,59935,1,0,set_7475850,,,48
bnk_7475851,7475851,1565,2010-01-01,CREDIT_CARD,85247,32,6,set_7475851,,,1603
bnk_7475852,7475852,7722,2010-01-01,DEBIT_CARD,50867,78,14,set_7475852,,,7814
bnk_7475854,7475854,14590,2010-01-01,CREDIT_CARD,73186,299,54,set_7475854,,,14943
bnk_7475856,7475856,170,2010-01-01,DEBIT_CARD,14528,2,0,set_7475856,,,172
bnk_7475857,7475857,4596,2010-01-01,DEBIT_CARD,41122,47,8,set_7475857,,,4651
bnk_7475858,7475858,14299,2010-01-01,DEBIT_CARD,47456,145,26,set_7475858,,,14470
bnk_7475859,7475859,660,2010-01-01,CREDIT_CARD,50783,14,3,set_7475859,,,677
bnk_7475860,7475860,319,2010-01-01,DEBIT_CARD,59935,3,1,set_7475860,,,323
bnk_7475861,7475861,10147,2010-01-01,CREDIT_CARD,81833,208,37,set_7475861,,,10392
bnk_7475862,7475862,4544,2010-01-01,DEBIT_CARD,39021,45,8,set_7475862,,,4515
bnk_7475863,7475863,9235,2010-01-01,CREDIT_CARD,59935,189,34,set_7475863,,,9458
bnk_7475864,7475864,529,2010-01-01,DEBIT_CARD,93508,5,1,set_7475864,,,535
bnk_7475865,7475865,2452,2010-01-01,DEBIT_CARD,16798,25,5,set_7475865,,,2482
bnk_7475867,7475867,3916,2010-01-01,DEBIT_CARD,83434,40,7,set_7475867,,,3963
bnk_7475868,7475868,176,2010-01-01,DEBIT_CARD,17493,2,0,set_7475868,,,178
bnk_7475869,7475869,5929,2010-01-01,DEBIT_CARD,27092,60,11,set_7475869,,,6000
bnk_7475870,7475870,4066,2010-01-01,CREDIT_CARD,69410,83,15,set_7475870,,,4164
bnk_7475871,7475871,17575,2010-01-01,CREDIT_CARD,27092,360,65,set_7475871,,,18000
bnk_7475872,7475872,3326,2010-01-01,DEBIT_CARD,39021,34,6,set_7475872,,,3366
bnk_7475874,7475874,1877,2010-01-01,DEBIT_CARD,12614,19,3,set_7475874,,,1899
bnk_7475875,7475875,4206,2010-01-01,DEBIT_CARD,73186,43,8,set_7475875,,,4257
bnk_7475877,7475877,1010,2010-01-01,DEBIT_CARD,25887,10,2,set_7475877,,,1022
bnk_7475878,7475878,840,2010-01-01,CREDIT_CARD,43293,17,3,set_7475878,,,860
bnk_7475879,7475879,5929,2010-01-01,DEBIT_CARD,27092,60,11,set_7475879,,,6000
bnk_7475880,7475880,222,2010-01-01,DEBIT_CARD,21842,2,0,set_7475880,,,224
bnk_7475881,7475881,3709,2010-01-01,DEBIT_CARD,89462,38,7,set_7475881,,,3754
bnk_7475882,7475882,7102,2010-01-01,CREDIT_CARD,59935,144,26,set_7475882,,,7200
bnk_7475884,7475884,10085,2010-01-01,CREDIT_CARD,30286,207,37,set_7475884,,,10329
bnk_7475885,7475885,458,2010-01-01,DEBIT_CARD,69972,5,1,set_7475885,,,464
bnk_7475886,7475886,1730,2010-01-01,DEBIT_CARD,39021,18,3,set_7475886,,,1751
bnk_7475887,7475887,146,2010-01-01,CREDIT_CARD,20986,3,1,set_7475887,,,150
bnk_7475888,7475888,167,2010-01-01,DEBIT_CARD,94761,2,0,set_7475888,,,169
bnk_7475889,7475889,4374,2010-01-01,DEBIT_CARD,89462,44,8,set_7475889,,,4426
bnk_7475890,7475890,3239,2010-01-01,DEBIT_CARD,39021,33,6,set_7475890,,,3278
bnk_7475892,7475892,7214,2010-01-01,DEBIT_CARD,50867,73,13,set_7475892,,,7300
bnk_7475893,7475893,7206,2010-01-01,DEBIT_CARD,61195,72,13,set_7475893,,,7152
bnk_7475895,7475895,6924,2010-01-01,CREDIT_CARD,27601,142,26,set_7475895,,,7092
bnk_7475896,7475896,13834,2010-01-01,DEBIT_CARD,27092,140,25,set_7475896,,,14000
bnk_7475897,7475897,119,2010-01-01,DEBIT_CARD,12322,1,0,set_7475897,,,120
bnk_7475898,7475898,2338,2010-01-01,CREDIT_CARD,59935,48,9,set_7475898,,,2395
bnk_7475900,7475900,1127,2010-01-01,DEBIT_CARD,50783,11,2,set_7475900,,,1140
bnk_7475902,7475902,553,2010-01-01,DEBIT_CARD,25887,6,1,set_7475902,,,560
bnk_7475903,7475903,332,2010-01-01,DEBIT_CARD,28395,3,1,set_7475903,,,336
bnk_7475904,7475904,343,2010-01-01,DEBIT_CARD,88998,3,1,set_7475904,,,347
bnk_7475905,7475905,6056,2010-01-01,DEBIT_CARD,59935,61,11,set_7475905,,,6128
bnk_7475907,7475907,92,2010-01-01,DEBIT_CARD,72351,1,0,set_7475907,,,93
bnk_7475909,7475909,117,2010-01-01,CREDIT_CARD,86438,2,0,set_7475909,,,119
bnk_7475910,7475910,13670,2010-01-01,CREDIT_CARD,27092,280,50,set_7475910,,,14000
bnk_7475911,7475911,431,2010-01-01,CREDIT_CARD,75781,9,2,set_7475911,,,442
bnk_7475912,7475912,2398,2010-01-01,DEBIT_CARD,91514,24,4,set_7475912,,,2426
bnk_7475913,7475913,199,2010-01-01,CREDIT_CARD,20519,4,1,set_7475913,,,204
bnk_7475914,7475914,631,2010-01-01,CREDIT_CARD,72158,13,2,set_7475914,,,646
bnk_7475916,7475916,1069,2010-01-01,DEBIT_CARD,61195,11,2,set_7475916,,,1082
bnk_7475918,7475918,11689,2010-01-01,DEBIT_CARD,59350,118,21,set_7475918,,,11828
bnk_7475919,7475919,610,2010-01-01,DEBIT_CARD,29209,6,1,set_7475919,,,617
bnk_7475920,7475920,5089,2010-01-01,CREDIT_CARD,36934,104,19,set_7475920,,,5212
bnk_7475921,7475921,2405,2010-01-01,CREDIT_CARD,39021,49,9,set_7475921,,,2463
bnk_7475922,7475922,70,2010-01-01,DEBIT_CARD,14528,1,0,set_7475922,,,71
bnk_7475923,7475923,7708,2010-01-01,DEBIT_CARD,61195,78,14,set_7475923,,,7800
bnk_7475926,7475926,7740,2010-01-01,DEBIT_CARD,60569,78,14,set_7475926,,,7832
bnk_7475927,7475927,2172,2010-01-01,DEBIT_CARD,16798,22,4,set_7475927,,,2198
bnk_7475929,7475929,328,2010-01-01,DEBIT_CARD,75936,3,1,set_7475929,,,254
bnk_7475930,7475930,9569,2010-01-01,CREDIT_CARD,43293,196,35,set_7475930,,,9800
bnk_7475932,7475932,4309,2010-01-01,CREDIT_CARD,32175,88,16,set_7475932,,,4413
bnk_7475933,7475933,330,2010-01-01,CREDIT_CARD,20519,7,1,set_7475933,,,338
bnk_7475934,7475934,132,2010-01-01,DEBIT_CARD,20519,1,0,set_7475934,,,82
bnk_7475935,7475935,10233,2010-01-01,CREDIT_CARD,9263,210,38,set_7475935,,,10481
bnk_7475936,7475936,222,2010-01-01,CREDIT_CARD,55730,5,1,set_7475936,,,228
bnk_7475938,7475938,3190,2010-01-01,DEBIT_CARD,39021,32,6,set_7475938,,,3228
bnk_7475939,7475939,9119,2010-01-01,CREDIT_CARD,51700,187,34,set_7475939,,,9340
bnk_7475941,7475941,1173,2010-01-01,DEBIT_CARD,59935,12,2,set_7475941,,,1187
bnk_7475940,7475940,5435,2010-01-01,DEBIT_CARD,59935,55,10,set_7475940,,,5500
bnk_7475944,7475944,253,2010-01-01,DEBIT_CARD,25887,3,1,set_7475944,,,257
bnk_7475947,7475947,10703,2010-01-01,CREDIT_CARD,65795,219,39,set_7475947,,,10961
bnk_7475951,7475951,616,2010-01-01,DEBIT_CARD,88998,6,1,set_7475951,,,623
bnk_7475952,7475952,367,2010-01-01,CREDIT_CARD,55900,8,1,set_7475952,,,376
bnk_7475953,7475953,345,2010-01-01,DEBIT_CARD,22938,3,1,set_7475953,,,349
bnk_7475954,7475954,5217,2010-01-01,DEBIT_CARD,13646,53,10,set_7475954,,,5280
bnk_7475955,7475955,158,2010-01-01,DEBIT_CARD,19590,2,0,set_7475955,,,160
bnk_7475956,7475956,2027,2010-01-01,CREDIT_CARD,15143,40,7,set_7475956,,,2000
bnk_7475957,7475957,174,2010-01-01,DEBIT_CARD,50783,2,0,set_7475957,,,176
bnk_7475959,7475959,7419,2010-01-01,DEBIT_CARD,61195,75,14,set_7475959,,,7508
bnk_7475960,7475960,5093,2010-01-01,DEBIT_CARD,59935,51,9,set_7475960,,,5100
bnk_7475961,7475961,3724,2010-01-01,DEBIT_CARD,60569,38,7,set_7475961,,,3769
bnk_7475962,7475962,534,2010-01-01,DEBIT_CARD,57885,5,1,set_7475962,,,540
bnk_7475964,7475964,5382,2010-01-01,CREDIT_CARD,96246,110,20,set_7475964,,,5512
bnk_7475965,7475965,281,2010-01-01,DEBIT_CARD,20192,3,1,set_7475965,,,285
bnk_7475969,7475969,1360,2010-01-01,CREDIT_CARD,16798,28,5,set_7475969,,,1393
bnk_7475970,7475970,608,2010-01-01,DEBIT_CARD,106,6,1,set_7475970,,,615
bnk_7475971,7475971,86,2010-01-01,DEBIT_CARD,86438,1,0,set_7475971,,,87
bnk_7475973,7475973,5383,2010-01-01,DEBIT_CARD,38958,54,10,set_7475973,,,5447
bnk_7475974,7475974,410,2010-01-01,DEBIT_CARD,30928,4,1,set_7475974,,,415
bnk_7475975,7475975,444,2010-01-01,DEBIT_CARD,69972,5,1,set_7475975,,,450
bnk_7475977,7475977,741,2010-01-01,CREDIT_CARD,23866,15,3,set_7475977,,,759
bnk_7475978,7475978,3953,2010-01-01,DEBIT_CARD,27092,40,7,set_7475978,,,4000
bnk_7475979,7475979,223,2010-01-01,DEBIT_CARD,27583,2,0,set_7475979,,,225
bnk_7475980,7475980,2214,2010-01-01,DEBIT_CARD,25408,22,4,set_7475980,,,2240
bnk_7475981,7475981,23,2010-01-01,DEBIT_CARD,44578,0,0,set_7475981,,,23
bnk_7475983,7475983,3091,2010-01-01,DEBIT_CARD,39021,31,6,set_7475983,,,3128
bnk_7475984,7475984,968,2010-01-01,DEBIT_CARD,13523,10,2,set_7475984,,,980
bnk_7475985,7475985,859,2010-01-01,DEBIT_CARD,26788,9,2,set_7475985,,,870
bnk_7475986,7475986,292,2010-01-01,DEBIT_CARD,91128,3,1,set_7475986,,,296
bnk_7475987,7475987,598,2010-01-01,DEBIT_CARD,50783,6,1,set_7475987,,,605
bnk_7475988,7475988,5526,2010-01-01,DEBIT_CARD,69410,55,10,set_7475988,,,5504
bnk_7475989,7475989,94,2010-01-01,DEBIT_CARD,79463,1,0,set_7475989,,,95
bnk_7475991,7475991,132,2010-01-01,DEBIT_CARD,49789,1,0,set_7475991,,,133
bnk_7475992,7475992,1220,2010-01-01,CREDIT_CARD,43293,25,5,set_7475992,,,1250
bnk_7475993,7475993,11961,2010-01-01,DEBIT_CARD,27092,120,22,set_7475993,,,12000
bnk_7475994,7475994,4279,2010-01-01,CREDIT_CARD,39021,88,16,set_7475994,,,4383
bnk_7475995,7475995,8589,2010-01-01,DEBIT_CARD,84773,87,16,set_7475995,,,8691
bnk_7475998,7475998,2256,2010-01-01,DEBIT_CARD,79927,23,4,set_7475998,,,2283
bnk_7475999,7475999,7400,2010-01-01,CREDIT_CARD,61195,152,27,set_7475999,,,7579
bnk_7476001,7476001,466,2010-01-01,DEBIT_CARD,50783,5,1,set_7476001,,,472
bnk_7476002,7476002,2330,2010-01-01,DEBIT_CARD,59935,24,4,set_7476002,,,2358
